contribution	date	full_text	helpful	rating	title	user
43	September 30, 2013	Awesome show. The children loved it and even 6 months later the songs are still being sung around the house	19	5	Well worth while	kjmcd66
53	September 30, 2013	We paid $165 each for the tickets and we were bang in the centre and could not have asked for better seats. Great show and really worthwhile seeing it. This was my first Broadway show.	22	5	great show and great seats.	27Alan87
43	September 24, 2013	Best broadway show I have seen, what an awesome night! Would see it again when they travel to other cities! Great show for all ages, everyone seemed to be having a great time and the theater was gorgeous, with some great views of Times Square.	12	5	Awesome	TangoMN2013
18	September 25, 2013	It was my first show in Broadway and it was very fun, the characters are great and It amazed me how the animals came to life with the creative costumes, the music was the most remarkable thing for me. The theater was full so I recommend to buy the tickets on advanced 1 or 2 days before, I bought the 99USD tickets and was seating on the very last row but the view was great. There were plenty of small child who had lots of fun but got a bit scared with Scar, there are some characters that really make you laugh out loud. I do recommend it.	5	5	Fun to watch, specially if you grew with the movie	delpalaciodaniel
5	September 25, 2013	Look, if you love Lion King, you'll love this spectacular, creative feast for your eyes. The lighting is outstanding, the singing, dancing - it's all brilliant. I was blown away by how they pulled certain pieces off and when it cones time for the tension, the orchestra just accentuates it wonderfully. So if it's up and in broadway while you're there - don't hesitate.	5	5	Blown away.	Jesse M
99	September 26, 2013	Extremely entertaining. A must-see for any fan of the Lion King! Great theatre too, and good value for money.	92	4	Fantastic show!	JacyntaKate
52	September 22, 2013	Great music, acting and pretty cool costumes. This show is sold out pretty much every night so buy your tickets in advance if you can.	47	4	Fabulous Costumes	BrianM55
130	September 23, 2013	It has become the quintessential Broadway musical... for tourists, at least. Great songs, fantastic sets and a story that everyone knows and loves (perfect musical for the whole family)... you'll get goosebumps. The first rows in the mezzanine provide a great view and you can save a few (just a few) bucks from top priced seats. Please, try to get your tickets several months in advance (no discount options, not even at TKTS).	61	5	Must see	Dominique0810
621	September 24, 2013	"Hard to believe...wanted to see Lion King too. Friday night and place was packed as it was a sunny day in the city. Show began with precision performances, creative costumes and a beautiful stage. BUT...people's heads all around us started bobbing side to side. The woman in front of me maybe stayed awake for a total of 15 minutes. I fought it tooth and nail but nodded off and hit my husband's shoulder to the point he thought ""oh no I am going to fall asleep now!"" Intermission - told first staffer we found all about it and headed to restroom. Yep, line for women was snaking around the beverage area ( $$$ avoid at all cost). I made it to restroom with about 15 behind me waiting when a staffer said for women to use the facility on the next floor. Tried to get to seats but were told we had to wait for the performers to run through aisles onto stage. We waited and waited until my husband gave me the ""thumb's out"" to leave. Had to have been 88 to 90 degrees in the theatre and it was a total waste of everyone's energy and money that evening. Sorry Lion King - can not suggest until the weather turned chilly!"	243	3	Had to WALK OUT due to temp in theatre	Alexa8776
38	September 24, 2013	Do yourself a favour and take yourself and your family to see this show while you are visiting NYC. All seating is good.	8	5	A Must See while in NYC	Marion W
11	September 18, 2013	We saw a few shows and this was by far the very best show. interactive as the performers would come through the isles and the costumes and acting was outstanding!! worth every penny!! 	4	5	the best!	danniyou
26	September 19, 2013	This is a must see! It is hard to put in words! You just need to go and experience it! I paid full price for our tickets, as I was afraid I wouldn't get them and it was worth every penny. 	18	5	Awesome experience!	Mary B
27	September 20, 2013	What a great experience!!!! From start to finish this show was incredible! The actors are so talented and have such beautiful voices!! We had a great seat and the actors ran right past us down the aisles! Anyone thinking about seeing the lion king, you definitely should!! Hands down one of the best shows I've ever seen!! So impressed. Beautiful theatre as well.	8	5	A must see!	Julia M
9	September 21, 2013	The costumes and songs are out of this world!! I would highly recommend seeing it. Loved every minute of it!!	3	5	One of the best	Kathy H
82	September 16, 2013	Took my son to his first Broadway show and this one hit the mark. The music, sounds, lighting and overall stimuli was enough to keep him engaged and entertained. BRAVO to the orchestra for their fabulous performance....the peaks and lulls were solid without ever missing a cue. If your looking for a family show that isn't overly complicated with a great story line; then this is for you. Just keep things in perspective and you'll have a great time.	45	5	Lion King Provided a Matinee of Memories	NJM0Mof1
